item_code,item_name,box_length,box_width,box_height,box_volume,box_weight,number_of_item_in_a_box,item_volume,item_unit,item_order_frequency,item_quantity_order_mean,item_quantity_order_std,item_quantity_order_total,item_class,item_initial_quantity_inventory,max_fit
10002040001,芬達橘子汽水2L,34.0,23.0,31.0,24242.0,13.1,6.0,4040.3,PCS,529.0,3.571428571428572,3.668397859712447,1271.0,B,10,200
10002045001,黑松加鹽沙士2L,34.0,22.0,30.0,22440.0,12.96,6.0,3740.0,PCS,526.0,15.0,7.26636084983398,3996.0,A,32,240
10002046001,金車麥根沙士can330ml,43.0,29.0,12.0,14964.0,8.82,24.0,623.5,PCS,512.0,55.14285714285715,54.61710877947103,2019.0,B,145,25920
10002051001,維他露P 2L,34.0,23.0,31.0,24242.0,13.23,6.0,4040.3,PCS,509.0,0.5714285714285714,1.468721504282843,818.0,C,3,200
10002069001,金車麥根沙士Pet 2000ml,34.0,23.0,30.0,23460.0,13.28,6.0,3910.0,PCS,507.0,3.714285714285714,3.40797384295797,754.0,B,10,240
10002071001,金車奧利多水Pet585ml,42.0,28.0,25.0,29400.0,15.95,24.0,1225.0,PCS,502.0,38.09523809523809,18.70268633620519,724.0,A,82,13300
10002072001,金車奧利多水Pet2000ml,34.0,23.0,30.0,23460.0,13.3,6.0,3910.0,PCS,499.0,3.714285714285714,3.378503472587488,1130.0,B,10,240
10002073001,微舒打葡萄can320ml,41.0,27.0,12.0,13284.0,8.64,24.0,553.5,PCS,498.0,17.71428571428572,21.25357112850181,794.0,C,45,30160
10002074001,蘋果西打1250ml,36.0,27.0,28.0,27216.0,17.0,12.0,2268.0,PCS,493.0,8.666666666666666,5.677440737985147,775.0,B,19,1536
10002102001,維大力零熱量汽水 330ml,40.0,27.0,12.0,12960.0,9.0,24.0,540.0,PCS,491.0,125.4285714285714,42.88656133169391,1102.0,A,226,30160
10002899001,黑松加鹽沙士330 ml,41.0,27.0,12.0,13284.0,8.588,24.0,553.5,PCS,488.0,0.5714285714285714,1.804755622554715,677.0,C,3,30160
10002906001,美粒果蘋果蘇打Pet 500ml,42.0,29.0,22.0,26796.0,13.2,24.0,1116.5,PCS,484.0,23.52380952380953,18.72863862542883,695.0,B,55,14112
10002907001,美粒果蘋果蘇打Can 330ml,40.0,27.0,12.0,12960.0,8.81,24.0,540.0,PCS,484.0,52.57142857142857,26.35255476907586,719.0,A,114,30160
10002911001,樹頂蘋果氣泡飲320ml,40.0,27.0,12.0,12960.0,8.7,24.0,540.0,PCS,483.0,0.2857142857142857,1.309307341415954,2112.0,C,2,30160
10002915001,黑松CC氣泡飲王林蘋果風味 500ml,43.0,27.0,22.0,25542.0,13.932,24.0,1064.3,PCS,481.0,3.809523809523809,5.134384555319631,771.0,C,11,14742
10002916001,美粒果蘋果蘇打1250ml,27.0,27.0,30.0,21870.0,16.2,12.0,1822.5,PCS,478.0,0.0952380952380952,0.4364357804719847,676.0,C,1,2080
10002917001,黑松蘋果蘇打富士蘋果風味2000ml,34.0,22.0,31.0,23188.0,13.2,6.0,3864.7,PCS,474.0,2.809523809523809,3.203420790640025,549.0,B,9,200
10002918001,維大力蘋果風味氣水2000ml,35.0,23.0,31.0,24955.0,13.45,6.0,4159.2,PCS,469.0,0.0952380952380952,0.4364357804719847,896.0,C,1,200
10002919001,維大力白葡萄風味氣水2000ml,35.0,23.0,31.0,24955.0,13.46,6.0,4159.2,PCS,467.0,0.1904761904761905,0.511766315719159,2481.0,C,1,200
10002924001,英國Barr覆盆子風味無糖飲料,40.0,26.0,12.0,12480.0,8.43,24.0,520.0,PCS,466.0,0.1904761904761905,0.511766315719159,687.0,C,1,31320
10002942001,黑松CC氣泡飲蘋果口味330ml,40.0,28.0,12.0,13440.0,8.91,24.0,560.0,PCS,465.0,13.42857142857143,14.31283140601967,637.0,B,37,29000
10002943001,維大力白葡萄風味氣水330ml,44.0,27.0,12.0,14256.0,8.82,24.0,594.0,PCS,458.0,51.71428571428572,39.91133029246564,669.0,B,118,28080
10002944001,維大力蘋果風味氣水330ml,44.0,27.0,12.0,14256.0,8.82,24.0,594.0,PCS,458.0,51.14285714285715,40.09773773454771,592.0,B,118,28080
10002990001,維他露大蘋果蘇打 330ml,41.0,27.0,12.0,13284.0,8.87,24.0,553.5,PCS,453.0,2.095238095238095,5.881366864129137,637.0,C,10,30160
10010001001,波蜜一日蔬果100蔬果汁 250ml,32.0,17.0,14.0,7616.0,5.09,18.0,423.1,PCS,452.0,0.2857142857142857,1.309307341415954,688.0,C,2,21700
10010002001,波蜜果菜汁TP250ml,35.0,20.0,11.0,7700.0,6.63,24.0,320.8,PCS,451.0,55.42857142857143,31.74361578108491,3152.0,B,108,52632
10010004001,紅牌速纖纖維飲料TP250ml,35.0,20.0,11.0,7700.0,6.73,24.0,320.8,PCS,447.0,39.14285714285715,24.12112293050577,671.0,B,79,52632
10010007001,100紫色蔬果汁TP250ml,32.0,17.0,14.0,7616.0,5.09,18.0,423.1,PCS,445.0,0.8571428571428571,2.868548662402545,1702.0,C,5,21700
10010009001,波蜜BCE果菜汁Pet580ml,42.0,28.0,24.0,28224.0,15.9,24.0,1176.0,PCS,429.0,6.476190476190476,10.46718227422761,662.0,C,20,14000
10010012001,波蜜果菜汁 Pet 580ml,42.0,28.0,24.0,28224.0,15.8,24.0,1176.0,PCS,426.0,3.809523809523809,6.867452567139053,583.0,C,13,14000
10010019001,波蜜低卡果菜汁TP250ml,32.0,17.0,14.0,7616.0,5.1,18.0,423.1,PCS,425.0,5.428571428571429,7.075107268242855,659.0,C,15,21700
10010023001,波蜜100蔬果汁TP160ml,33.0,16.0,10.0,5280.0,4.31,24.0,220.0,PCS,419.0,0.2857142857142857,1.309307341415954,522.0,C,2,77760
10010026001,一日蔬果100葡萄蔬果汁 160ml,33.0,16.0,10.0,5280.0,4.39,24.0,220.0,PCS,415.0,16.85714285714286,13.76330525086803,3560.0,B,40,77760
10010035001,波蜜BCE果菜汁TP250ml,34.0,20.0,11.0,7480.0,6.61,24.0,311.7,PCS,414.0,30.57142857142857,15.86370520581944,655.0,A,68,54180
10010042001,義美寶吉蔬果汁葡萄莓果125ml,28.0,16.0,9.0,4032.0,3.42,24.0,168.0,PCS,412.0,8.571428571428571,12.37970689706113,4096.0,B,29,100170
10010043001,義美寶吉蔬果汁蘋果柳橙125ml,28.0,16.0,9.0,4032.0,3.42,24.0,168.0,PCS,412.0,7.714285714285714,7.383379017379895,2093.0,B,20,100170
10010044001,一日蔬果100水蜜桃蘋果蔬果汁160ml,33.0,16.0,10.0,5280.0,4.38,24.0,220.0,PCS,411.0,0.5714285714285714,1.804755622554715,594.0,C,3,77760
10011001001,光泉果汁時刻蘋果汁TP250ml,34.0,20.0,11.0,7480.0,6.59,24.0,311.7,PCS,409.0,24.57142857142857,14.05905910283981,622.0,B,48,54180
10011003001,樹頂100純蘋果汁200ml,33.0,16.0,13.0,6864.0,5.44,24.0,286.0,PCS,397.0,84.57142857142857,38.22639327555168,605.0,B,148,58320
10011004001,波蜜一日水果100蘋果汁250ml,31.0,17.0,13.0,6851.0,2.0,18.0,380.6,PCS,383.0,2.285714285714286,4.44007721940573,1485.0,C,8,24273
10011007001,囍瑞100純天然蘋果原汁1L,36.0,20.0,20.0,14400.0,13.28,12.0,1200.0,PCS,381.0,1.666666666666667,3.151719107619417,2400.0,C,6,2992
10011008001,樹頂100純蘋果汁1000ml,39.0,17.0,26.0,17238.0,11.38,10.0,1723.8,PCS,377.0,6.952380952380953,4.790367318653033,2356.0,B,15,1452
10011016001,黑松蘋果C/TP300ml,35.0,20.0,13.0,9100.0,7.9,24.0,379.2,PCS,369.0,28.0,16.24807680927192,621.0,B,55,44064
10011021001,光泉果汁時刻100蘋果綜合果汁 200ml,33.0,16.0,13.0,6864.0,5.38,24.0,286.0,PCS,369.0,8.0,13.59411637437314,537.0,B,31,58320
10011023001,義美寶吉純果汁蘋果TP125ml,27.0,16.0,9.0,3888.0,3.41,24.0,162.0,PCS,367.0,30.0,23.39230642754151,515.0,B,69,104940
10011028001,樹頂100純蘋果汁 300ml,40.0,27.0,16.0,17280.0,11.36,24.0,720.0,PCS,367.0,3.285714285714286,5.595916878786328,549.0,C,11,22620
10012002001,囍瑞100純天然柳橙原汁1L,36.0,20.0,20.0,14400.0,13.28,12.0,1200.0,PCS,366.0,0.4761904761904762,1.569045812557671,477.0,C,3,2992
10012004001,美粒果柳橙汁Pet1250ml,36.0,27.0,30.0,29160.0,16.2,12.0,2430.0,PCS,364.0,10.04761904761905,6.748897617212684,1368.0,B,22,1536
10012006001,義美寶吉純果汁柳橙TP125ml,28.0,16.0,9.0,4032.0,3.4,24.0,168.0,PCS,363.0,29.14285714285714,22.23125213361972,2916.0,B,66,100170
10012008001,樹頂100純柳橙汁200ml,33.0,16.0,13.0,6864.0,5.45,24.0,286.0,PCS,363.0,1.714285714285714,4.302822993603817,562.0,C,8,58320
10012009001,樹頂100純柳橙汁1000ml,29.0,18.0,26.0,13572.0,11.27,10.0,1357.2,PCS,363.0,0.4761904761904762,0.8135752957807666,2641.0,C,2,2057
10012011001,黑松柳橙C/TP300ml,35.0,20.0,13.0,9100.0,7.88,24.0,379.2,PCS,361.0,21.14285714285714,13.63189537183188,980.0,B,44,44064
10012899001,美粒果柳橙汁450mlPet,40.0,27.0,22.0,23760.0,11.88,24.0,990.0,PCS,359.0,20.95238095238095,15.79391082182051,508.0,B,47,15834
10012907001,光泉果汁時刻100柳橙綜合果汁 200ml,33.0,16.0,13.0,6864.0,5.34,24.0,286.0,PCS,359.0,13.42857142857143,14.05905910283981,528.0,B,37,58320
10013003001,黑松葡萄C/TP300ml,35.0,20.0,13.0,9100.0,7.9,24.0,379.2,PCS,357.0,39.71428571428572,38.25329117493403,2586.0,B,103,44064
10013004001,囍瑞100純天然紅葡萄原汁1L,36.0,20.0,20.0,14400.0,13.28,12.0,1200.0,PCS,357.0,0.5714285714285714,1.434274331201272,790.0,C,3,2992
10013005001,光泉果汁時刻葡萄汁TP250ml,34.0,20.0,11.0,7480.0,6.71,24.0,311.7,PCS,356.0,15.14285714285714,12.67393275303966,2970.0,B,36,54180
10013007001,光泉果汁時刻100葡萄綜合果汁 200ml,33.0,16.0,13.0,6864.0,5.38,24.0,286.0,PCS,355.0,2.0,4.774934554525329,1428.0,C,9,58320
10013011001,波蜜一日水果100葡萄綜合果汁250ml,32.0,17.0,13.0,7072.0,5.0,18.0,392.9,PCS,354.0,0.5714285714285714,1.804755622554715,531.0,C,3,23436
10013012001,義美寶吉純果汁葡萄TP125ml,27.0,16.0,9.0,3888.0,3.41,24.0,162.0,PCS,348.0,38.0,22.95212408471163,966.0,B,76,104940
10014001001,波蜜100蘋果葡萄汁TP160ml,33.0,16.0,10.0,5280.0,4.36,24.0,220.0,PCS,348.0,0.2857142857142857,1.309307341415954,1590.0,C,2,77760
10014005001,鮮剖100椰子汁含椰肉520ml,41.0,27.0,18.0,19926.0,14.66,24.0,830.3,PCS,347.0,1.0,3.9496835316263,522.0,C,7,19604
10014006001,樹頂100蜜桃綜合果汁 1L,29.0,18.0,26.0,13572.0,11.428,10.0,1357.2,PCS,347.0,0.6190476190476191,1.909874092085404,466.0,C,4,2057
10014009001,崇德發天然黑麥汁Btl330ml,40.0,27.0,17.0,18360.0,12.08,24.0,765.0,PCS,342.0,42.57142857142857,30.35221808792798,1497.0,B,93,21112
10014014001,噶瑪蘭麥汁can 310ml,40.0,27.0,13.0,14040.0,8.85,24.0,585.0,PCS,339.0,1.714285714285714,5.414266867664145,1908.0,C,9,27144
10014018001,太陽牌加州梅汁Pet 946ml,38.0,30.0,26.0,29640.0,23.0,12.0,2470.0,PCS,337.0,0.6666666666666666,1.622754859285078,478.0,C,3,1620
10014020001,崇德發天然黑麥汁Can330ml,41.0,17.0,13.0,9061.0,8.92,24.0,377.5,PCS,336.0,26.85714285714286,23.74507467725826,404.0,B,66,43848
10014021001,COCO XIM有機椰子水,33.0,26.0,26.0,22308.0,13.22,12.0,1859.0,PCS,335.0,0.6666666666666666,2.633122354417533,558.0,C,5,2106
10014023001,優鮮沛綜合果汁蔓越莓TP250ml,35.0,21.0,11.0,8085.0,6.64,24.0,336.9,PCS,335.0,43.71428571428572,40.03141623418144,461.0,B,110,49708
10014024001,酷椰嶼椰子汁250ml,35.0,18.0,14.0,8820.0,6.75,24.0,367.5,PCS,333.0,7.142857142857143,14.02243100994159,2670.0,C,26,46240
10014027001,台酒烏梅黑麥汁 Can 330ml,39.0,27.0,12.0,12636.0,9.05,24.0,526.5,PCS,331.0,1.142857142857143,5.237229365663818,1896.0,C,8,31200
10014028001,光泉果汁時刻芭芒柳汁TP250ml,34.0,20.0,11.0,7480.0,6.63,24.0,311.7,PCS,330.0,28.85714285714286,21.85013893385054,760.0,B,65,54180
10014029001,椰活100純椰子水 500ml,41.0,28.0,18.0,20664.0,12.92,24.0,861.0,PCS,329.0,6.285714285714286,7.931852602909721,1260.0,B,20,18850
10014030001,優鮮沛蔓越莓綜合果汁Pet500ml,42.0,29.0,24.0,29232.0,13.78,24.0,1218.0,PCS,328.0,4.380952380952381,6.437982529303652,2255.0,C,13,13440
10014032001,黑松百香果C/TP300ml,35.0,20.0,13.0,9100.0,7.88,24.0,379.2,PCS,327.0,14.0,13.05373509766458,500.0,B,36,44064
10014033001,黑松蜜桃C/TP300ml,35.0,20.0,13.0,9100.0,7.93,24.0,379.2,PCS,325.0,25.14285714285714,16.1687529336239,408.0,B,52,44064
10014034001,老北京御品酸梅湯TP300ml,35.0,20.0,13.0,9100.0,7.86,24.0,379.2,PCS,323.0,6.285714285714286,9.94556613342276,852.0,C,20,44064
10014037001,好聖地100椰子水 350ml,40.0,27.0,13.0,14040.0,10.08,24.0,585.0,PCS,322.0,3.571428571428572,4.411025148096853,416.0,C,10,27144
10014041001,噶瑪蘭檸檬麥汁330ml,39.0,26.0,20.0,20280.0,13.89,24.0,845.0,PCS,322.0,1.428571428571429,3.23375058672478,1332.0,C,6,19440
10014053001,好聖地蜂蜜蘆薈露 350ml,41.0,28.0,14.0,16072.0,10.35,24.0,669.7,PCS,321.0,1.857142857142857,5.406345478099917,434.0,C,9,24650
10014058001,貝思寶兒熱帶水果汁300ml　,40.0,27.0,15.0,16200.0,11.34,24.0,675.0,PCS,319.0,0.5238095238095238,1.661897939677633,493.0,C,3,24128
10014059001,台鳳100％鳳梨純汁Can350ml,40.0,27.0,13.0,14040.0,10.0,24.0,585.0,PCS,319.0,2.0,5.477225575051661,1548.0,C,10,27144
10014062001,囍瑞純天然蔓越莓汁200ml,33.0,15.0,13.0,6435.0,5.5,24.0,268.1,PCS,314.0,1.142857142857143,3.070597894314953,439.0,C,6,62208
10014067001,愛之味莎莎亞椰奶TP250ml,41.0,17.0,14.0,9758.0,6.75,24.0,406.6,PCS,313.0,2.571428571428572,5.554920598635309,535.0,C,10,41412
10014069001,波蜜芭樂汁300ml,35.0,20.0,13.0,9100.0,7.97,24.0,379.2,PCS,313.0,0.2857142857142857,1.309307341415954,525.0,C,2,44064
10014073001,台酒紅麴黑麥汁Can330 ml,41.0,27.0,13.0,14391.0,9.0,24.0,599.6,PCS,309.0,3.142857142857143,8.187097863624903,516.0,C,14,27144
10014074001,德國卡麥隆黑麥汁330ml,41.0,28.0,12.0,13776.0,8.8,24.0,574.0,PCS,309.0,8.857142857142858,7.00204051891814,473.0,B,21,29000
10014075001,卡麥隆石榴黑麥汁330ml,41.0,28.0,12.0,13776.0,8.75,24.0,574.0,PCS,308.0,0.2857142857142857,1.309307341415954,399.0,C,2,29000
10014076001,德國卡麥隆檸檬黑麥汁330ml,40.0,28.0,12.0,13440.0,8.95,24.0,560.0,PCS,307.0,7.142857142857143,12.8151695825132,1932.0,C,24,29000
10014080001,樹頂100蔓越莓綜合果汁200ml,41.0,27.0,16.0,17712.0,12.41,24.0,738.0,PCS,306.0,9.428571428571429,7.487131817801985,423.0,B,22,22620
10014081001,樹頂100石榴莓綜合果汁200ml,41.0,27.0,16.0,17712.0,12.41,24.0,738.0,PCS,306.0,0.8571428571428571,2.868548662402545,695.0,C,5,22620
10014083001,黑松桂花烏梅汁 900ml,31.0,23.0,26.0,18538.0,12.1,12.0,1544.8,PCS,303.0,17.09523809523809,18.80666042099118,2215.0,B,49,2470
10014086001,酷椰嶼100純椰子汁350ml,40.0,27.0,23.0,24840.0,9.372,24.0,1035.0,PCS,303.0,5.714285714285714,6.520297977415274,383.0,B,17,15080
10014090001,波蜜多果汁TP250ml,35.0,20.0,11.0,7700.0,6.61,24.0,320.8,PCS,302.0,25.42857142857143,16.53049130719178,449.0,B,53,52632
10014092001,美粒果白葡萄加蘆薈Pet1250ml,37.0,26.0,28.0,26936.0,16.31,12.0,2244.7,PCS,301.0,6.238095238095238,4.011293580688926,835.0,B,13,1728
10014097001,老北京酸梅湯Pet900ml,30.0,23.0,24.0,16560.0,12.18,12.0,1380.0,PCS,296.0,0.5714285714285714,1.398979219696582,360.0,C,3,3000
10014101001,義美酸梅湯250ml,35.0,20.0,11.0,7700.0,6.71,24.0,320.8,PCS,293.0,4.857142857142857,6.46750117344956,1339.0,C,14,52632
10014103001,樹頂100石榴莓綜合果汁1L,39.0,17.0,26.0,17238.0,11.312,10.0,1723.8,PCS,292.0,0.2380952380952381,0.7684244858645451,437.0,C,2,1452
10014106001,噶瑪蘭麥汁Btl330ml,39.0,26.0,20.0,20280.0,13.892,24.0,845.0,PCS,292.0,2.857142857142857,6.467501173449559,406.0,C,12,19440
10014109001,崇德發檸檬黑麥汁Btl330ml,40.0,27.0,18.0,19440.0,12.11,24.0,810.0,PCS,290.0,6.571428571428571,9.080591547754082,699.0,C,19,19604
10014110001,鮮剖100純天然椰子汁520ml,40.0,27.0,19.0,20520.0,14.71,24.0,855.0,PCS,288.0,0.7142857142857143,2.667261838343906,2436.0,C,5,18850
10014111001,崇德發白麥檸檬汁Can 330ml,41.0,28.0,12.0,13776.0,8.71,24.0,574.0,PCS,288.0,6.0,8.270429251254134,1094.0,C,17,29000
10014113001,崇德發減糖黑麥汁Can 330ml,41.0,28.0,12.0,13776.0,8.7,24.0,574.0,PCS,287.0,24.57142857142857,16.85399486344834,429.0,B,53,29000
10014117001,波蜜芭樂汁PET580ml,42.0,27.0,24.0,27216.0,15.5,24.0,1134.0,PCS,285.0,6.476190476190476,7.74350726492232,1890.0,B,20,14560
10014119001,鮮剖蜂蜜蘆薈汁CAN520ml,41.0,27.0,18.0,19926.0,14.5,24.0,830.3,PCS,285.0,1.285714285714286,5.245406153415169,1338.0,C,9,19604
10014123001,紅牌水蜜桃汁飲料 490ml,41.0,28.0,18.0,20664.0,12.906,24.0,861.0,PCS,284.0,0.2857142857142857,0.9023778112773576,632.0,C,2,18850
10014126001,台酒原味黑麥汁 330ml,41.0,27.0,13.0,14391.0,9.0,24.0,599.6,PCS,280.0,5.428571428571429,10.02283107994657,1425.0,C,19,27144
10014127001,紅牌芒果綜合果汁飲料 490ml,41.0,28.0,18.0,20664.0,12.93,24.0,861.0,PCS,279.0,0.1428571428571428,0.6546536707079772,393.0,C,1,18850
10014130001,崇德發白麥汁330ml,40.0,27.0,17.0,18360.0,11.96,24.0,765.0,PCS,277.0,2.857142857142857,7.00204051891814,1155.0,C,12,21112
10014132001,大西洋芭樂汁Pet580ml,42.0,28.0,24.0,28224.0,15.92,24.0,1176.0,PCS,276.0,0.9523809523809524,1.745743121887939,429.0,C,4,14000
10014212001,VITA HYDRO 火烤100純椰子水 1000ml,44.0,18.0,27.0,21384.0,8.0,12.0,1782.0,PCS,275.0,2.142857142857143,5.712142455206402,1071.0,C,10,2197
10014214001,Innocent 100 椰子水 1L,44.0,18.0,27.0,21384.0,8.0,6.0,3564.0,PCS,273.0,1.19047619047619,2.159144451375304,338.0,C,4,216
10014898001,美粒果白葡萄蘆薈450mlPet,40.0,27.0,22.0,23760.0,11.87,24.0,990.0,PCS,272.0,9.142857142857142,12.53110415839608,434.0,B,30,15834
