pod_id,pod_type,slot_id,slot_type,item,unusedColumn1,unusedColumn2,unusedColumn3,qty,max_qty,due_date,facing,pick_ind,slot_sequence,item_weight,total_item_weight,item_pod_inventory_level,item_warehouse_inventory_level
1,4,10,3,2724,0,0,0,12,12,99999,0,0,50,0.715,8.58,0.6,0.6
1,4,11,3,49,0,0,0,12,12,99999,0,0,51,0.241,2.892,0.4,0.4
1,4,12,3,2823,0,0,0,36,36,99999,0,0,52,0.147,5.292,0.6,0.6
1,4,13,3,116,0,0,0,24,24,99999,0,0,53,0.668,16.032,0.5,0.5
1,4,14,3,2115,0,0,0,9,9,99999,0,0,54,0.904,8.136,0.6,0.6
1,4,15,3,4313,0,0,0,20,20,99999,0,0,55,0.656,13.12,0.6,0.6
1,4,16,3,61,0,0,0,30,30,99999,0,0,56,0.1,3.0,0.4,0.4
1,4,17,3,3566,0,0,0,108,108,99999,0,0,57,0.114,12.312,0.6,0.6
1,4,18,3,2780,0,0,0,24,24,99999,0,0,58,0.292,7.008,0.6,0.6
1,4,19,3,592,0,0,0,12,12,99999,0,0,59,0.452,5.424,0.5,0.5
1,4,20,3,2687,0,0,0,16,16,99999,0,0,60,1.048,16.768,0.6,0.6
1,4,21,3,1739,0,0,0,24,24,99999,0,0,61,0.707,16.968,0.6,0.6
1,4,22,3,3769,0,0,0,40,40,99999,0,0,62,0.18,7.2,0.6,0.6
1,4,23,3,993,0,0,0,12,12,99999,0,0,63,1.465,17.58,0.5,0.5
1,4,24,3,212,0,0,0,24,24,99999,0,0,64,0.657,15.768,0.5,0.5
1,4,25,3,2347,0,0,0,12,12,99999,0,0,65,0.572,6.864,0.6,0.6
1,4,26,3,909,0,0,0,30,30,99999,0,0,66,0.135,4.05,0.5,0.5
1,4,27,3,3143,0,0,0,35,35,99999,0,0,67,0.055,1.925,0.6,0.6
1,4,28,3,861,0,0,0,48,48,99999,0,0,68,0.104,4.992,0.5,0.5
1,4,29,3,4638,0,0,0,48,48,99999,0,0,69,0.083,3.984,0.6,0.6
1,4,30,3,3881,0,0,0,144,144,99999,0,0,70,0.056,8.064,0.6,0.6
1,4,31,3,1037,0,0,0,6,6,99999,0,0,71,2.37,14.22,0.5,0.5
1,4,32,3,563,0,0,0,12,12,99999,0,0,72,0.324,3.888,0.5,0.5
1,4,33,3,2525,0,0,0,39,39,99999,0,0,73,0.1,3.9,0.6,0.6
1,4,34,3,789,0,0,0,15,15,99999,0,0,74,0.48,7.2,0.5,0.5
1,4,35,3,53,0,0,0,30,30,99999,0,0,75,0.118,3.54,0.4,0.4
1,4,36,3,1721,0,0,0,6,6,99999,0,0,76,1.1,6.6,0.6,0.6
1,4,37,3,5043,0,0,0,12,12,99999,0,0,77,0.25,3.0,0.6,0.6
1,4,38,3,1527,0,0,0,12,12,99999,0,0,78,0.842,10.104,0.6,0.6
1,4,39,3,1480,0,0,0,24,24,99999,0,0,79,0.217,5.208,0.6,0.6
2,4,0,3,2602,0,0,0,12,12,99999,0,0,80,0.625,7.5,0.6,0.6
2,4,1,3,1603,0,0,0,12,12,99999,0,0,81,0.4,4.8,0.6,0.6
2,4,2,3,643,0,0,0,30,30,99999,0,0,82,0.149,4.47,0.5,0.5
2,4,3,3,1502,0,0,0,12,12,99999,0,0,83,0.817,9.804,0.6,0.6
2,4,4,3,53,0,0,0,30,30,99999,0,0,84,0.118,3.54,0.4,0.4
2,4,5,3,388,0,0,0,6,6,99999,0,0,85,1.817,10.902,0.5,0.5
2,4,6,3,1329,0,0,0,4,4,99999,0,0,86,2.602,10.408,0.6,0.6
2,4,7,3,929,0,0,0,12,12,99999,0,0,87,0.191,2.292,0.5,0.5
2,4,8,3,2109,0,0,0,12,12,99999,0,0,88,0.612,7.344,0.6,0.6
2,4,9,3,610,0,0,0,12,12,99999,0,0,89,0.178,2.136,0.5,0.5
2,4,10,3,2480,0,0,0,12,12,99999,0,0,90,0.275,3.3,0.6,0.6
2,4,11,3,2050,0,0,0,30,30,99999,0,0,91,0.26,7.8,0.6,0.6
2,4,12,3,19,0,0,0,24,24,99999,0,0,92,0.62,14.88,0.4,0.4
2,4,13,3,3264,0,0,0,72,72,99999,0,0,93,0.126,9.072,0.6,0.6
2,4,14,3,2547,0,0,0,12,12,99999,0,0,94,0.275,3.3,0.6,0.6
2,4,15,3,2073,0,0,0,20,20,99999,0,0,95,0.288,5.76,0.6,0.6
2,4,16,3,323,0,0,0,12,12,99999,0,0,96,1.028,12.336,0.5,0.5
2,4,17,3,919,0,0,0,24,24,99999,0,0,97,0.156,3.744,0.5,0.5
2,4,18,3,3113,0,0,0,48,48,99999,0,0,98,0.105,5.04,0.6,0.6
2,4,19,3,2055,0,0,0,150,150,99999,0,0,99,0.035,5.25,0.6,0.6
2,4,20,3,1063,0,0,0,96,96,99999,0,0,100,0.223,21.408,0.5,0.5
2,4,21,3,3180,0,0,0,48,48,99999,0,0,101,0.158,7.584,0.6,0.6
2,4,22,3,3676,0,0,0,20,20,99999,0,0,102,0.144,2.88,0.6,0.6
2,4,23,3,2444,0,0,0,18,18,99999,0,0,103,0.667,12.006,0.6,0.6
2,4,24,3,56,0,0,0,30,30,99999,0,0,104,0.108,3.24,0.4,0.4
2,4,25,3,3334,0,0,0,108,108,99999,0,0,105,0.025,2.7,0.6,0.6
2,4,26,3,3422,0,0,0,12,12,99999,0,0,106,0.34,4.08,0.6,0.6
2,4,27,3,537,0,0,0,12,12,99999,0,0,107,0.522,6.264,0.5,0.5
2,4,28,3,11,0,0,0,48,48,99999,0,0,108,0.367,17.616,0.4,0.4
2,4,29,3,4397,0,0,0,12,12,99999,0,0,109,1.538,18.456,0.6,0.6
2,4,30,3,3863,0,0,0,75,75,99999,0,0,110,0.11,8.25,0.6,0.6
2,4,31,3,4416,0,0,0,12,12,99999,0,0,111,0.994,11.928,0.6,0.6
2,4,32,3,4428,0,0,0,12,12,99999,0,0,112,1.042,12.504,0.6,0.6
2,4,33,3,4396,0,0,0,18,18,99999,0,0,113,0.935,16.83,0.6,0.6
2,4,34,3,2729,0,0,0,12,12,99999,0,0,114,0.785,9.42,0.6,0.6
2,4,35,3,381,0,0,0,9,9,99999,0,0,115,1.776,15.984,0.5,0.5
2,4,36,3,2850,0,0,0,36,36,99999,0,0,116,0.069,2.484,0.6,0.6
2,4,37,3,4379,0,0,0,126,126,99999,0,0,117,0.162,20.412,0.6,0.6
2,4,38,3,2467,0,0,0,42,42,99999,0,0,118,0.18,7.56,0.6,0.6
2,4,39,3,3712,0,0,0,20,20,99999,0,0,119,0.08,1.6,0.6,0.6
3,4,0,3,295,0,0,0,24,24,99999,0,0,120,0.58,13.92,0.5,0.5
3,4,1,3,3887,0,0,0,10,10,99999,0,0,121,0.2,2.0,0.6,0.6
3,4,2,3,4933,0,0,0,24,24,99999,0,0,122,0.625,15.0,0.6,0.6
3,4,3,3,2975,0,0,0,24,24,99999,0,0,123,0.151,3.624,0.6,0.6
3,4,4,3,1661,0,0,0,12,12,99999,0,0,124,1.014,12.168,0.6,0.6
3,4,5,3,2354,0,0,0,6,6,99999,0,0,125,1.42,8.52,0.6,0.6
3,4,6,3,1454,0,0,0,6,6,99999,0,0,126,1.967,11.802,0.6,0.6
3,4,7,3,2011,0,0,0,24,24,99999,0,0,127,0.55,13.2,0.6,0.6
3,4,8,3,249,0,0,0,24,24,99999,0,0,128,0.635,15.24,0.5,0.5
3,4,9,3,2327,0,0,0,12,12,99999,0,0,129,0.867,10.404,0.6,0.6
3,4,10,3,1263,0,0,0,24,24,99999,0,0,130,0.539,12.936,0.6,0.6
3,4,11,3,2076,0,0,0,8,8,99999,0,0,131,1.614,12.912,0.6,0.6
3,4,12,3,4181,0,0,0,8,8,99999,0,0,132,0.269,2.152,0.6,0.6
3,4,13,3,2334,0,0,0,12,12,99999,0,0,133,0.812,9.744,0.6,0.6
3,4,14,3,417,0,0,0,6,6,99999,0,0,134,1.633,9.798,0.5,0.5
3,4,15,3,3705,0,0,0,24,24,99999,0,0,135,0.145,3.48,0.6,0.6
3,4,16,3,4537,0,0,0,24,24,99999,0,0,136,0.76,18.24,0.6,0.6
3,4,17,3,4804,0,0,0,48,48,99999,0,0,137,0.213,10.224,0.6,0.6
3,4,18,3,1668,0,0,0,12,12,99999,0,0,138,0.977,11.724,0.6,0.6
3,4,19,3,47,0,0,0,10,10,99999,0,0,139,0.181,1.81,0.4,0.4
3,4,20,3,935,0,0,0,12,12,99999,0,0,140,1.112,13.344,0.5,0.5
3,4,21,3,3221,0,0,0,24,24,99999,0,0,141,0.538,12.912,0.6,0.6
3,4,22,3,2461,0,0,0,24,24,99999,0,0,142,0.167,4.008,0.6,0.6
3,4,23,3,4550,0,0,0,24,24,99999,0,0,143,0.481,11.544,0.6,0.6
3,4,24,3,910,0,0,0,48,48,99999,0,0,144,0.323,15.504,0.5,0.5
3,4,25,3,897,0,0,0,12,12,99999,0,0,145,0.15,1.8,0.5,0.5
3,4,26,3,194,0,0,0,12,12,99999,0,0,146,1.125,13.5,0.5,0.5
3,4,27,3,4243,0,0,0,6,6,99999,0,0,147,1.652,9.912,0.6,0.6
3,4,28,3,87,0,0,0,48,48,99999,0,0,148,0.417,20.016,0.4,0.4
3,4,29,3,987,0,0,0,24,24,99999,0,0,149,1.016,24.384,0.5,0.5
3,4,30,3,503,0,0,0,36,36,99999,0,0,150,0.111,3.996,0.5,0.5
3,4,31,3,3313,0,0,0,72,72,99999,0,0,151,0.028,2.016,0.6,0.6
3,4,32,3,1333,0,0,0,12,12,99999,0,0,152,1.117,13.404,0.6,0.6
3,4,33,3,2588,0,0,0,104,104,99999,0,0,153,0.205,21.32,0.6,0.6
3,4,34,3,572,0,0,0,6,6,99999,0,0,154,0.4,2.4,0.5,0.5
3,4,35,3,1274,0,0,0,24,24,99999,0,0,155,0.604,14.496,0.6,0.6
3,4,36,3,262,0,0,0,24,24,99999,0,0,156,0.596,14.304,0.5,0.5
3,4,37,3,78,0,0,0,12,12,99999,0,0,157,1.05,12.6,0.4,0.4
3,4,38,3,4595,0,0,0,5,5,99999,0,0,158,1.79,8.95,0.6,0.6
3,4,39,3,4052,0,0,0,48,48,99999,0,0,159,0.312,14.976,0.6,0.6
4,4,0,3,2854,0,0,0,20,20,99999,0,0,160,0.1,2.0,0.6,0.6
4,4,1,3,4445,0,0,0,12,12,99999,0,0,161,0.945,11.34,0.6,0.6
4,4,2,3,1082,0,0,0,12,12,99999,0,0,162,0.417,5.004,0.5,0.5
4,4,3,3,4236,0,0,0,12,12,99999,0,0,163,0.94,11.28,0.6,0.6
4,4,4,3,3193,0,0,0,18,18,99999,0,0,164,0.593,10.674,0.6,0.6
4,4,5,3,1323,0,0,0,24,24,99999,0,0,165,0.587,14.088,0.6,0.6
4,4,6,3,3467,0,0,0,24,24,99999,0,0,166,0.108,2.592,0.6,0.6
4,4,7,3,0,0,0,0,48,48,99999,0,0,167,0.358,17.184,0.4,0.4
4,4,8,3,5013,0,0,0,100,100,99999,0,0,168,0.1,10.0,0.6,0.6
4,4,9,3,1450,0,0,0,6,6,99999,0,0,169,2.313,13.878,0.6,0.6
4,4,10,3,91,0,0,0,48,48,99999,0,0,170,0.37,17.76,0.4,0.4
4,4,11,3,267,0,0,0,24,24,99999,0,0,171,0.595,14.28,0.5,0.5
4,4,12,3,249,0,0,0,24,24,99999,0,0,172,0.635,15.24,0.5,0.5
4,4,13,3,887,0,0,0,12,12,99999,0,0,173,0.142,1.704,0.5,0.5
4,4,14,3,1139,0,0,0,48,48,99999,0,0,174,0.244,11.712,0.5,0.5
4,4,15,3,969,0,0,0,16,16,99999,0,0,175,0.231,3.696,0.5,0.5
4,4,16,3,695,0,0,0,36,36,99999,0,0,176,0.217,7.812,0.5,0.5
4,4,17,3,1663,0,0,0,12,12,99999,0,0,177,0.645,7.74,0.6,0.6
4,4,18,3,2053,0,0,0,6,6,99999,0,0,178,1.97,11.82,0.6,0.6
4,4,19,3,1660,0,0,0,12,12,99999,0,0,179,0.862,10.344,0.6,0.6
4,4,20,3,2750,0,0,0,12,12,99999,0,0,180,1.155,13.86,0.6,0.6
4,4,21,3,666,0,0,0,10,10,99999,0,0,181,0.236,2.36,0.5,0.5
4,4,22,3,1066,0,0,0,96,96,99999,0,0,182,0.217,20.832,0.5,0.5
4,4,23,3,578,0,0,0,6,6,99999,0,0,183,0.387,2.322,0.5,0.5
4,4,24,3,3935,0,0,0,24,24,99999,0,0,184,0.212,5.088,0.6,0.6
4,4,25,3,4346,0,0,0,126,126,99999,0,0,185,0.162,20.412,0.6,0.6
4,4,26,3,837,0,0,0,10,10,99999,0,0,186,0.437,4.37,0.5,0.5
4,4,27,3,3970,0,0,0,12,12,99999,0,0,187,0.367,4.404,0.6,0.6
4,4,28,3,2029,0,0,0,18,18,99999,0,0,188,0.41,7.38,0.6,0.6
4,4,29,3,4472,0,0,0,12,12,99999,0,0,189,1.375,16.5,0.6,0.6
4,4,30,3,1020,0,0,0,6,6,99999,0,0,190,2.007,12.042,0.5,0.5
4,4,31,3,538,0,0,0,6,6,99999,0,0,191,0.382,2.292,0.5,0.5
4,4,32,3,2054,0,0,0,12,12,99999,0,0,192,0.798,9.576,0.6,0.6
4,4,33,3,265,0,0,0,8,8,99999,0,0,193,2.134,17.072,0.5,0.5
4,4,34,3,3452,0,0,0,36,36,99999,0,0,194,0.061,2.196,0.6,0.6
4,4,35,3,1456,0,0,0,6,6,99999,0,0,195,1.935,11.61,0.6,0.6
4,4,36,3,1975,0,0,0,6,6,99999,0,0,196,2.05,12.3,0.6,0.6
4,4,37,3,55,0,0,0,30,30,99999,0,0,197,0.1,3.0,0.4,0.4
4,4,38,3,847,0,0,0,48,48,99999,0,0,198,0.121,5.808,0.5,0.5
4,4,39,3,4228,0,0,0,12,12,99999,0,0,199,1.11,13.32,0.6,0.6
5,4,0,3,1968,0,0,0,6,6,99999,0,0,200,1.762,10.572,0.6,0.6
5,4,1,3,3922,0,0,0,40,40,99999,0,0,201,0.12,4.8,0.6,0.6
5,4,2,3,2099,0,0,0,12,12,99999,0,0,202,1.117,13.404,0.6,0.6
5,4,3,3,3440,0,0,0,42,42,99999,0,0,203,0.267,11.214,0.6,0.6
5,4,4,3,159,0,0,0,12,12,99999,0,0,204,1.008,12.096,0.5,0.5
5,4,5,3,3956,0,0,0,12,12,99999,0,0,205,0.142,1.704,0.6,0.6
5,4,6,3,38,0,0,0,12,12,99999,0,0,206,0.092,1.104,0.4,0.4
5,4,7,3,1259,0,0,0,48,48,99999,0,0,207,0.363,17.424,0.6,0.6
5,4,8,3,1100,0,0,0,48,48,99999,0,0,208,0.336,16.128,0.5,0.5
5,4,9,3,896,0,0,0,8,8,99999,0,0,209,0.299,2.392,0.5,0.5
5,4,10,3,2435,0,0,0,24,24,99999,0,0,210,0.167,4.008,0.6,0.6
5,4,11,3,5013,0,0,0,100,100,99999,0,0,211,0.1,10.0,0.6,0.6
5,4,12,3,4453,0,0,0,60,60,99999,0,0,212,0.623,37.38,0.6,0.6
5,4,13,3,850,0,0,0,12,12,99999,0,0,213,0.15,1.8,0.5,0.5
5,4,14,3,1237,0,0,0,72,72,99999,0,0,214,0.281,20.232,0.6,0.6
5,4,15,3,4323,0,0,0,80,80,99999,0,0,215,0.066,5.28,0.6,0.6
5,4,16,3,933,0,0,0,12,12,99999,0,0,216,0.748,8.976,0.5,0.5
5,4,17,3,277,0,0,0,24,24,99999,0,0,217,0.604,14.496,0.5,0.5
5,4,18,3,2468,0,0,0,42,42,99999,0,0,218,0.178,7.476,0.6,0.6
5,4,19,3,3052,0,0,0,72,72,99999,0,0,219,0.158,11.376,0.6,0.6
5,4,20,3,355,0,0,0,4,4,99999,0,0,220,3.055,12.22,0.5,0.5
5,4,21,3,4651,0,0,0,20,20,99999,0,0,221,0.61,12.2,0.6,0.6
5,4,22,3,1224,0,0,0,24,24,99999,0,0,222,0.473,11.352,0.6,0.6
5,4,23,3,3228,0,0,0,48,48,99999,0,0,223,0.117,5.616,0.6,0.6
5,4,24,3,1415,0,0,0,20,20,99999,0,0,224,0.8,16.0,0.6,0.6
5,4,25,3,3994,0,0,0,12,12,99999,0,0,225,0.455,5.46,0.6,0.6
5,4,26,3,2162,0,0,0,6,6,99999,0,0,226,2.224,13.344,0.6,0.6
5,4,27,3,4111,0,0,0,12,12,99999,0,0,227,0.573,6.876,0.6,0.6
5,4,28,3,771,0,0,0,12,12,99999,0,0,228,0.232,2.784,0.5,0.5
5,4,29,3,459,0,0,0,36,36,99999,0,0,229,0.317,11.412,0.5,0.5
5,4,30,3,406,0,0,0,6,6,99999,0,0,230,1.62,9.72,0.5,0.5
5,4,31,3,1971,0,0,0,6,6,99999,0,0,231,2.06,12.36,0.6,0.6
5,4,32,3,2644,0,0,0,12,12,99999,0,0,232,1.172,14.064,0.6,0.6
5,4,33,3,685,0,0,0,24,24,99999,0,0,233,0.233,5.592,0.5,0.5
5,4,34,3,1226,0,0,0,96,96,99999,0,0,234,0.227,21.792,0.6,0.6
5,4,35,3,1039,0,0,0,30,30,99999,0,0,235,0.5,15.0,0.5,0.5
5,4,36,3,552,0,0,0,6,6,99999,0,0,236,0.41,2.46,0.5,0.5
5,4,37,3,3793,0,0,0,20,20,99999,0,0,237,0.354,7.08,0.6,0.6
5,4,38,3,447,0,0,0,48,48,99999,0,0,238,0.291,13.968,0.5,0.5
5,4,39,3,1811,0,0,0,30,30,99999,0,0,239,0.053,1.59,0.6,0.6
6,4,0,3,2763,0,0,0,24,24,99999,0,0,240,0.458,10.992,0.6,0.6
6,4,1,3,4624,0,0,0,12,12,99999,0,0,241,0.876,10.512,0.6,0.6
6,4,2,3,3965,0,0,0,12,12,99999,0,0,242,0.1,1.2,0.6,0.6
6,4,3,3,4875,0,0,0,40,40,99999,0,0,243,0.075,3.0,0.6,0.6
6,4,4,3,4181,0,0,0,8,8,99999,0,0,244,0.269,2.152,0.6,0.6
6,4,5,3,89,0,0,0,24,24,99999,0,0,245,0.423,10.152,0.4,0.4
6,4,6,3,1611,0,0,0,24,24,99999,0,0,246,0.293,7.032,0.6,0.6
6,4,7,3,4529,0,0,0,36,36,99999,0,0,247,0.414,14.904,0.6,0.6
6,4,8,3,4057,0,0,0,30,30,99999,0,0,248,0.119,3.57,0.6,0.6
6,4,9,3,2583,0,0,0,28,28,99999,0,0,249,0.361,10.108,0.6,0.6
6,4,10,3,4217,0,0,0,24,24,99999,0,0,250,0.475,11.4,0.6,0.6
6,4,11,3,395,0,0,0,4,4,99999,0,0,251,3.862,15.448,0.5,0.5
6,4,12,3,606,0,0,0,12,12,99999,0,0,252,0.457,5.484,0.5,0.5
6,4,13,3,774,0,0,0,12,12,99999,0,0,253,0.15,1.8,0.5,0.5
6,4,14,3,4643,0,0,0,48,48,99999,0,0,254,0.083,3.984,0.6,0.6
6,4,15,3,492,0,0,0,144,144,99999,0,0,255,0.023,3.312,0.5,0.5
6,4,16,3,379,0,0,0,24,24,99999,0,0,256,0.065,1.56,0.5,0.5
6,4,17,3,924,0,0,0,30,30,99999,0,0,257,0.115,3.45,0.5,0.5
6,4,18,3,4751,0,0,0,48,48,99999,0,0,258,0.295,14.16,0.6,0.6
6,4,19,3,522,0,0,0,10,10,99999,0,0,259,0.295,2.95,0.5,0.5
6,4,20,3,834,0,0,0,24,24,99999,0,0,260,0.682,16.368,0.5,0.5
6,4,21,3,3637,0,0,0,12,12,99999,0,0,261,0.325,3.9,0.6,0.6
6,4,22,3,872,0,0,0,12,12,99999,0,0,262,0.134,1.608,0.5,0.5
6,4,23,3,1041,0,0,0,24,24,99999,0,0,263,0.05,1.2,0.5,0.5
6,4,24,3,1523,0,0,0,12,12,99999,0,0,264,0.543,6.516,0.6,0.6
6,4,25,3,3882,0,0,0,30,30,99999,0,0,265,0.144,4.32,0.6,0.6
6,4,26,3,2809,0,0,0,12,12,99999,0,0,266,0.828,9.936,0.6,0.6
6,4,27,3,4664,0,0,0,48,48,99999,0,0,267,0.067,3.216,0.6,0.6
6,4,28,3,1583,0,0,0,24,24,99999,0,0,268,0.41,9.84,0.6,0.6
6,4,29,3,4455,0,0,0,12,12,99999,0,0,269,1.183,14.196,0.6,0.6
6,4,30,3,1160,0,0,0,48,48,99999,0,0,270,0.292,14.016,0.5,0.5
6,4,31,3,783,0,0,0,10,10,99999,0,0,271,0.369,3.69,0.5,0.5
6,4,32,3,1500,0,0,0,6,6,99999,0,0,272,0.745,4.47,0.6,0.6
6,4,33,3,520,0,0,0,12,12,99999,0,0,273,0.42,5.04,0.5,0.5
6,4,34,3,4078,0,0,0,10,10,99999,0,0,274,0.164,1.64,0.6,0.6
6,4,35,3,816,0,0,0,60,60,99999,0,0,275,0.047,2.82,0.5,0.5
6,4,36,3,1995,0,0,0,6,6,99999,0,0,276,0.773,4.638,0.6,0.6
6,4,37,3,553,0,0,0,12,12,99999,0,0,277,0.408,4.896,0.5,0.5
6,4,38,3,3368,0,0,0,36,36,99999,0,0,278,0.097,3.492,0.6,0.6
6,4,39,3,315,0,0,0,24,24,99999,0,0,279,0.608,14.592,0.5,0.5
7,4,0,3,2735,0,0,0,12,12,99999,0,0,280,0.662,7.944,0.6,0.6
7,4,1,3,4973,0,0,0,36,36,99999,0,0,281,0.2,7.2,0.6,0.6
7,4,2,3,4773,0,0,0,96,96,99999,0,0,282,0.203,19.488,0.6,0.6
7,4,3,3,825,0,0,0,30,30,99999,0,0,283,0.133,3.99,0.5,0.5
7,4,4,3,969,0,0,0,16,16,99999,0,0,284,0.231,3.696,0.5,0.5
7,4,5,3,2716,0,0,0,12,12,99999,0,0,285,1.008,12.096,0.6,0.6
7,4,6,3,1407,0,0,0,8,8,99999,0,0,286,2.116,16.928,0.6,0.6
7,4,7,3,3555,0,0,0,3,3,99999,0,0,287,1.267,3.801,0.6,0.6
7,4,8,3,4571,0,0,0,48,48,99999,0,0,288,0.391,18.768,0.6,0.6
7,4,9,3,3720,0,0,0,40,40,99999,0,0,289,0.058,2.32,0.6,0.6
7,4,10,3,2888,0,0,0,24,24,99999,0,0,290,0.547,13.128,0.6,0.6
7,4,11,3,3651,0,0,0,10,10,99999,0,0,291,0.425,4.25,0.6,0.6
7,4,12,3,1768,0,0,0,12,12,99999,0,0,292,1.112,13.344,0.6,0.6
7,4,13,3,1299,0,0,0,12,12,99999,0,0,293,1.071,12.852,0.6,0.6
7,4,14,3,940,0,0,0,72,72,99999,0,0,294,0.278,20.016,0.5,0.5
7,4,15,3,2976,0,0,0,48,48,99999,0,0,295,0.161,7.728,0.6,0.6
7,4,16,3,931,0,0,0,24,24,99999,0,0,296,0.85,20.4,0.5,0.5
7,4,17,3,2656,0,0,0,18,18,99999,0,0,297,0.768,13.824,0.6,0.6
7,4,18,3,3865,0,0,0,48,48,99999,0,0,298,0.225,10.8,0.6,0.6
7,4,19,3,5113,0,0,0,6,6,99999,0,0,299,0.459,2.754,0.6,0.6
7,4,20,3,569,0,0,0,10,10,99999,0,0,300,0.16,1.6,0.5,0.5
