item_id,item_code,item_class,item_order_frequency,item_initial_quantity_inventory,box_length,box_width,box_height,box_volume,box_weight,number_of_item_in_a_box,item_volume,item_weight,item_unit,item_pod_inventory_level,item_warehouse_inventory_level
27,10035015001,A,112.0,132,41.0,27.0,12.0,13284.0,9.5,24.0,553.5,0.396,PCS,0.4,0.4
28,11040009001,A,63.0,31,36.0,25.0,29.0,26100.0,10.3,12.0,2175.0,0.858,PCS,0.4,0.4
29,11040035001,A,62.0,35,36.0,26.0,29.0,27144.0,10.2,12.0,2262.0,0.85,PCS,0.4,0.4
30,11103136001,A,34.0,52,36.0,25.0,32.0,28800.0,12.4,6.0,4800.0,2.067,PCS,0.4,0.4
31,12102140001,A,11.0,18,23.0,23.0,17.0,8993.0,2.55,12.0,749.4,0.212,PCS,0.4,0.4
32,14000022001,A,8.0,48,41.0,21.0,13.0,11193.0,0.99,10.0,1119.3,0.099,PCS,0.4,0.4
33,14000042001,A,8.0,37,46.0,28.0,14.0,18032.0,2.8,12.0,1502.7,0.233,PCS,0.4,0.4
34,14010079001,A,7.0,20,37.0,20.0,28.0,20720.0,1.16,12.0,1726.7,0.097,PCS,0.4,0.4
35,14010173001,A,7.0,32,44.0,26.0,23.0,26312.0,1.6,10.0,2631.2,0.16,PCS,0.4,0.4
36,14010247001,A,7.0,49,34.0,29.0,16.0,15776.0,2.58,6.0,2629.3,0.43,PCS,0.4,0.4
37,14020008001,A,7.0,19,41.0,22.0,26.0,23452.0,0.97,12.0,1954.3,0.081,PCS,0.4,0.4
38,14020022001,A,7.0,26,42.0,25.0,27.0,28350.0,1.1,12.0,2362.5,0.092,PCS,0.4,0.4
39,14020053001,A,7.0,78,30.0,30.0,23.0,20700.0,2.87,16.0,1293.8,0.179,PCS,0.4,0.4
40,14104042001,A,6.0,20,32.0,26.0,23.0,19136.0,2.34,5.0,3827.2,0.468,PCS,0.4,0.4
41,14104096001,A,6.0,40,29.0,23.0,21.0,14007.0,2.01,24.0,583.6,0.084,PCS,0.4,0.4
42,14104060001,A,6.0,72,74.0,29.0,23.0,49358.0,5.22,15.0,3290.5,0.348,PCS,0.4,0.4
43,14110006001,A,6.0,22,45.0,26.0,21.0,24570.0,2.62,12.0,2047.5,0.218,PCS,0.4,0.4
44,14121020001,A,6.0,63,36.0,24.0,18.0,15552.0,1.73,10.0,1555.2,0.173,PCS,0.4,0.4
45,14121068001,A,6.0,72,36.0,24.0,18.0,15552.0,1.81,10.0,1555.2,0.181,PCS,0.4,0.4
46,14121104001,A,6.0,19,37.0,24.0,24.0,21312.0,3.86,12.0,1776.0,0.322,PCS,0.4,0.4
47,14121106001,A,6.0,111,36.0,24.0,18.0,15552.0,1.81,10.0,1555.2,0.181,PCS,0.4,0.4
48,14204054001,A,5.0,21,40.0,27.0,20.0,21600.0,2.0,20.0,1080.0,0.1,PCS,0.4,0.4
49,14204059001,A,5.0,42,41.0,30.0,19.0,23370.0,2.89,12.0,1947.5,0.241,PCS,0.4,0.4
50,14222114001,A,5.0,16,37.0,20.0,17.0,12580.0,2.9,10.0,1258.0,0.29,PCS,0.4,0.4
51,14242012001,A,4.0,19,40.0,30.0,19.0,22800.0,3.258,10.0,2280.0,0.326,PCS,0.4,0.4
52,14244003001,A,4.0,54,35.0,28.0,13.0,12740.0,1.3,10.0,1274.0,0.13,PCS,0.4,0.4
53,14500000001,A,3.0,676,41.0,32.0,13.0,17056.0,3.55,30.0,568.5,0.118,PCS,0.4,0.4
54,14500007001,A,3.0,102,38.0,32.0,14.0,17024.0,2.77,30.0,567.5,0.092,PCS,0.4,0.4
55,14501004001,A,3.0,125,36.0,31.0,14.0,15624.0,3.014,30.0,520.8,0.1,PCS,0.4,0.4
56,14501014001,A,3.0,222,37.0,37.0,14.0,19166.0,3.24,30.0,638.9,0.108,PCS,0.4,0.4
57,14501022001,A,3.0,138,34.0,26.0,15.0,13260.0,2.75,12.0,1105.0,0.229,PCS,0.4,0.4
58,14501086001,A,3.0,91,31.0,30.0,14.0,13020.0,2.87,12.0,1085.0,0.239,PCS,0.4,0.4
59,14502006001,A,3.0,201,37.0,31.0,14.0,16058.0,3.0,24.0,669.1,0.125,PCS,0.4,0.4
60,14502007001,A,3.0,52,43.0,30.0,17.0,21930.0,1.92,12.0,1827.5,0.16,PCS,0.4,0.4
61,14502009001,A,3.0,559,37.0,37.0,14.0,19166.0,2.99,30.0,638.9,0.1,PCS,0.4,0.4
62,14502041001,A,3.0,236,40.0,31.0,13.0,16120.0,3.42,30.0,537.3,0.114,PCS,0.4,0.4
63,14502081001,A,3.0,239,38.0,31.0,13.0,15314.0,3.25,30.0,510.5,0.108,PCS,0.4,0.4
64,14502111001,A,3.0,88,31.0,30.0,14.0,13020.0,2.98,12.0,1085.0,0.248,PCS,0.4,0.4
65,14503000001,A,3.0,186,37.0,37.0,14.0,19166.0,3.0,30.0,638.9,0.1,PCS,0.4,0.4
66,14504006001,A,3.0,190,41.0,33.0,14.0,18942.0,3.35,30.0,631.4,0.112,PCS,0.4,0.4
67,14505005001,A,3.0,153,36.0,31.0,15.0,16740.0,2.0,30.0,558.0,0.067,PCS,0.4,0.4
68,14505013001,A,3.0,382,35.0,32.0,14.0,15680.0,3.3,30.0,522.7,0.11,PCS,0.4,0.4
69,14505020001,A,3.0,96,40.0,34.0,14.0,19040.0,3.89,30.0,634.7,0.13,PCS,0.4,0.4
70,14505041001,A,3.0,367,39.0,31.0,12.0,14508.0,2.08,40.0,362.7,0.052,PCS,0.4,0.4
71,14505917001,A,3.0,192,39.0,31.0,12.0,14508.0,2.02,40.0,362.7,0.05,PCS,0.4,0.4
72,14506001001,A,3.0,27,46.0,26.0,23.0,27508.0,4.77,12.0,2292.3,0.397,PCS,0.4,0.4
73,14506056001,A,3.0,23,35.0,24.0,18.0,15120.0,9.4,4.0,3780.0,2.35,PCS,0.4,0.4
74,14506065001,A,3.0,26,28.0,25.0,10.0,7000.0,4.0,12.0,583.3,0.333,PCS,0.4,0.4
75,14506066001,A,3.0,10,27.0,24.0,10.0,6480.0,4.0,12.0,540.0,0.333,PCS,0.4,0.4
76,14506072001,A,3.0,24,27.0,24.0,10.0,6480.0,4.0,12.0,540.0,0.333,PCS,0.4,0.4
77,14601026001,A,2.0,21,31.0,24.0,23.0,17112.0,6.5,12.0,1426.0,0.542,PCS,0.4,0.4
78,14611002001,A,2.0,39,29.0,27.0,29.0,22707.0,12.6,12.0,1892.3,1.05,PCS,0.4,0.4
79,14611022001,A,2.0,27,37.0,26.0,30.0,28860.0,14.31,6.0,4810.0,2.385,PCS,0.4,0.4
80,14613902001,A,2.0,28,34.0,25.0,29.0,24650.0,17.22,12.0,2054.2,1.435,PCS,0.4,0.4
81,14615017001,A,2.0,58,36.0,24.0,29.0,25056.0,12.34,6.0,4176.0,2.057,PCS,0.4,0.4
82,14615894001,A,2.0,14,34.0,24.0,30.0,24480.0,12.07,6.0,4080.0,2.012,PCS,0.4,0.4
83,14616006001,A,2.0,33,31.0,24.0,26.0,19344.0,11.64,12.0,1612.0,0.97,PCS,0.4,0.4
84,14620006001,A,2.0,24,34.0,22.0,28.0,20944.0,11.95,6.0,3490.7,1.992,PCS,0.4,0.4
85,14621041001,A,2.0,47,37.0,29.0,27.0,28971.0,15.99,12.0,2414.3,1.332,PCS,0.4,0.4
86,14804002001,A,1.0,117,41.0,28.0,14.0,16072.0,10.89,24.0,669.7,0.454,PCS,0.4,0.4
87,14805012001,A,1.0,1011,41.0,27.0,13.0,14391.0,10.01,24.0,599.6,0.417,PCS,0.4,0.4
88,14810004001,A,1.0,101,35.0,26.0,18.0,16380.0,10.59,24.0,682.5,0.441,PCS,0.4,0.4
89,14810006001,A,1.0,242,35.0,26.0,18.0,16380.0,10.14,24.0,682.5,0.423,PCS,0.4,0.4
90,14810013001,A,1.0,44,28.0,21.0,18.0,10584.0,6.45,24.0,441.0,0.269,PCS,0.4,0.4
91,14820012001,A,1.0,193,42.0,29.0,18.0,21924.0,17.76,48.0,456.8,0.37,PCS,0.4,0.4
92,14820013001,A,1.0,146,36.0,25.0,18.0,16200.0,13.99,48.0,337.5,0.291,PCS,0.4,0.4
93,14820017001,A,1.0,43,28.0,21.0,10.0,5880.0,4.5,12.0,490.0,0.375,PCS,0.4,0.4
94,14822014001,A,1.0,62,32.0,24.0,8.0,6144.0,4.77,12.0,512.0,0.397,PCS,0.4,0.4
95,14831007001,A,1.0,362,32.0,23.0,17.0,12512.0,7.92,48.0,260.7,0.165,PCS,0.4,0.4
96,14832018001,A,1.0,159,35.0,27.0,12.0,11340.0,7.21,24.0,472.5,0.3,PCS,0.4,0.4
97,14832021001,A,1.0,244,35.0,27.0,12.0,11340.0,7.2,24.0,472.5,0.3,PCS,0.4,0.4
98,14833010001,A,1.0,112,35.0,27.0,10.0,9450.0,5.5,24.0,393.8,0.229,PCS,0.4,0.4
99,14833018001,A,1.0,23,37.0,29.0,21.0,22533.0,4.89,12.0,1877.8,0.408,PCS,0.4,0.4
100,14833024001,A,1.0,101,31.0,24.0,11.0,8184.0,5.08,24.0,341.0,0.212,PCS,0.4,0.4
101,14840003001,A,1.0,378,31.0,23.0,23.0,16399.0,11.19,48.0,341.6,0.233,PCS,0.4,0.4
102,14840006001,A,1.0,301,42.0,29.0,20.0,24360.0,17.32,48.0,507.5,0.361,PCS,0.4,0.4
103,10000002001,B,2384.0,52,34.0,23.0,31.0,24242.0,13.31,6.0,4040.3,2.218,PCS,0.5,0.5
104,10000003001,B,1889.0,62,40.0,27.0,12.0,12960.0,9.11,24.0,540.0,0.38,PCS,0.5,0.5
105,10000005001,B,1381.0,220,40.0,28.0,12.0,13440.0,8.89,24.0,560.0,0.37,PCS,0.5,0.5
106,10000010001,B,1073.0,13,34.0,23.0,31.0,24242.0,12.52,6.0,4040.3,2.087,PCS,0.5,0.5
107,10000021001,B,1036.0,42,40.0,28.0,12.0,13440.0,8.59,24.0,560.0,0.358,PCS,0.5,0.5
108,10000022001,B,1022.0,15,37.0,27.0,29.0,28971.0,15.12,12.0,2414.3,1.26,PCS,0.5,0.5
109,10000026001,B,984.0,322,34.0,22.0,14.0,10472.0,6.62,24.0,436.3,0.276,PCS,0.5,0.5
110,10001004001,B,889.0,39,34.0,23.0,31.0,24242.0,12.52,6.0,4040.3,2.087,PCS,0.5,0.5
111,10001005001,B,868.0,48,40.0,27.0,12.0,12960.0,9.11,24.0,540.0,0.38,PCS,0.5,0.5
112,10001014001,B,768.0,118,34.0,22.0,14.0,10472.0,6.55,24.0,436.3,0.273,PCS,0.5,0.5
113,10001020001,B,755.0,54,41.0,27.0,12.0,13284.0,8.58,24.0,553.5,0.358,PCS,0.5,0.5
114,10001022001,B,735.0,53,42.0,28.0,23.0,27048.0,13.81,24.0,1127.0,0.575,PCS,0.5,0.5
115,10001035001,B,710.0,44,42.0,28.0,23.0,27048.0,13.682,24.0,1127.0,0.57,PCS,0.5,0.5
116,10002003001,B,680.0,69,43.0,28.0,24.0,28896.0,16.03,24.0,1204.0,0.668,PCS,0.5,0.5
117,10002012001,B,621.0,43,41.0,27.0,13.0,14391.0,8.78,24.0,599.6,0.366,PCS,0.5,0.5
118,10002014001,B,611.0,79,41.0,27.0,13.0,14391.0,9.53,24.0,599.6,0.397,PCS,0.5,0.5
119,10002019001,B,563.0,212,41.0,27.0,13.0,14391.0,9.34,24.0,599.6,0.389,PCS,0.5,0.5
120,10002035001,B,554.0,25,34.0,23.0,31.0,24242.0,13.44,6.0,4040.3,2.24,PCS,0.5,0.5
121,10002040001,B,529.0,10,34.0,23.0,31.0,24242.0,13.1,6.0,4040.3,2.183,PCS,0.5,0.5
122,10002046001,B,512.0,145,43.0,29.0,12.0,14964.0,8.82,24.0,623.5,0.368,PCS,0.5,0.5
123,10002069001,B,507.0,10,34.0,23.0,30.0,23460.0,13.28,6.0,3910.0,2.213,PCS,0.5,0.5
124,10002072001,B,499.0,10,34.0,23.0,30.0,23460.0,13.3,6.0,3910.0,2.217,PCS,0.5,0.5
125,10002074001,B,493.0,19,36.0,27.0,28.0,27216.0,17.0,12.0,2268.0,1.417,PCS,0.5,0.5
126,10002906001,B,484.0,55,42.0,29.0,22.0,26796.0,13.2,24.0,1116.5,0.55,PCS,0.5,0.5
127,10002917001,B,474.0,9,34.0,22.0,31.0,23188.0,13.2,6.0,3864.7,2.2,PCS,0.5,0.5
128,10002942001,B,465.0,37,40.0,28.0,12.0,13440.0,8.91,24.0,560.0,0.371,PCS,0.5,0.5
129,10002943001,B,458.0,118,44.0,27.0,12.0,14256.0,8.82,24.0,594.0,0.368,PCS,0.5,0.5
130,10002944001,B,458.0,118,44.0,27.0,12.0,14256.0,8.82,24.0,594.0,0.368,PCS,0.5,0.5
131,10010002001,B,451.0,108,35.0,20.0,11.0,7700.0,6.63,24.0,320.8,0.276,PCS,0.5,0.5
132,10010004001,B,447.0,79,35.0,20.0,11.0,7700.0,6.73,24.0,320.8,0.28,PCS,0.5,0.5
133,10010026001,B,415.0,40,33.0,16.0,10.0,5280.0,4.39,24.0,220.0,0.183,PCS,0.5,0.5
134,10010042001,B,412.0,29,28.0,16.0,9.0,4032.0,3.42,24.0,168.0,0.142,PCS,0.5,0.5
135,10010043001,B,412.0,20,28.0,16.0,9.0,4032.0,3.42,24.0,168.0,0.142,PCS,0.5,0.5
136,10011001001,B,409.0,48,34.0,20.0,11.0,7480.0,6.59,24.0,311.7,0.275,PCS,0.5,0.5
137,10011003001,B,397.0,148,33.0,16.0,13.0,6864.0,5.44,24.0,286.0,0.227,PCS,0.5,0.5
138,10011008001,B,377.0,15,39.0,17.0,26.0,17238.0,11.38,10.0,1723.8,1.138,PCS,0.5,0.5
139,10011021001,B,369.0,31,33.0,16.0,13.0,6864.0,5.38,24.0,286.0,0.224,PCS,0.5,0.5
140,10011016001,B,369.0,55,35.0,20.0,13.0,9100.0,7.9,24.0,379.2,0.329,PCS,0.5,0.5
141,10011023001,B,367.0,69,27.0,16.0,9.0,3888.0,3.41,24.0,162.0,0.142,PCS,0.5,0.5
142,10012004001,B,364.0,22,36.0,27.0,30.0,29160.0,16.2,12.0,2430.0,1.35,PCS,0.5,0.5
143,10012006001,B,363.0,66,28.0,16.0,9.0,4032.0,3.4,24.0,168.0,0.142,PCS,0.5,0.5
144,10012011001,B,361.0,44,35.0,20.0,13.0,9100.0,7.88,24.0,379.2,0.328,PCS,0.5,0.5
145,10012907001,B,359.0,37,33.0,16.0,13.0,6864.0,5.34,24.0,286.0,0.222,PCS,0.5,0.5
146,10012899001,B,359.0,47,40.0,27.0,22.0,23760.0,11.88,24.0,990.0,0.495,PCS,0.5,0.5
147,10013003001,B,357.0,103,35.0,20.0,13.0,9100.0,7.9,24.0,379.2,0.329,PCS,0.5,0.5
148,10013005001,B,356.0,36,34.0,20.0,11.0,7480.0,6.71,24.0,311.7,0.28,PCS,0.5,0.5
149,10013012001,B,348.0,76,27.0,16.0,9.0,3888.0,3.41,24.0,162.0,0.142,PCS,0.5,0.5
150,10014009001,B,342.0,93,40.0,27.0,17.0,18360.0,12.08,24.0,765.0,0.503,PCS,0.5,0.5
151,10014020001,B,336.0,66,41.0,17.0,13.0,9061.0,8.92,24.0,377.5,0.372,PCS,0.5,0.5
152,10014023001,B,335.0,110,35.0,21.0,11.0,8085.0,6.64,24.0,336.9,0.277,PCS,0.5,0.5
153,10014028001,B,330.0,65,34.0,20.0,11.0,7480.0,6.63,24.0,311.7,0.276,PCS,0.5,0.5
154,10014029001,B,329.0,20,41.0,28.0,18.0,20664.0,12.92,24.0,861.0,0.538,PCS,0.5,0.5
155,10014032001,B,327.0,36,35.0,20.0,13.0,9100.0,7.88,24.0,379.2,0.328,PCS,0.5,0.5
156,10014033001,B,325.0,52,35.0,20.0,13.0,9100.0,7.93,24.0,379.2,0.33,PCS,0.5,0.5
157,10014074001,B,309.0,21,41.0,28.0,12.0,13776.0,8.8,24.0,574.0,0.367,PCS,0.5,0.5
158,10014080001,B,306.0,22,41.0,27.0,16.0,17712.0,12.41,24.0,738.0,0.517,PCS,0.5,0.5
159,10014083001,B,303.0,49,31.0,23.0,26.0,18538.0,12.1,12.0,1544.8,1.008,PCS,0.5,0.5
160,10014086001,B,303.0,17,40.0,27.0,23.0,24840.0,9.372,24.0,1035.0,0.39,PCS,0.5,0.5
161,10014090001,B,302.0,53,35.0,20.0,11.0,7700.0,6.61,24.0,320.8,0.275,PCS,0.5,0.5
162,10014092001,B,301.0,13,37.0,26.0,28.0,26936.0,16.31,12.0,2244.7,1.359,PCS,0.5,0.5
163,10014113001,B,287.0,53,41.0,28.0,12.0,13776.0,8.7,24.0,574.0,0.362,PCS,0.5,0.5
164,10014117001,B,285.0,20,42.0,27.0,24.0,27216.0,15.5,24.0,1134.0,0.646,PCS,0.5,0.5
165,10014898001,B,272.0,30,40.0,27.0,22.0,23760.0,11.87,24.0,990.0,0.495,PCS,0.5,0.5
166,10015010001,B,268.0,49,35.0,20.0,11.0,7700.0,6.64,24.0,320.8,0.277,PCS,0.5,0.5
167,10015011001,B,263.0,35,34.0,20.0,11.0,7480.0,6.65,24.0,311.7,0.277,PCS,0.5,0.5
168,10016014001,B,261.0,34,40.0,27.0,13.0,14040.0,10.09,24.0,585.0,0.42,PCS,0.5,0.5
169,10016020001,B,258.0,38,41.0,28.0,25.0,28700.0,14.5,24.0,1195.8,0.604,PCS,0.5,0.5
170,10020002001,B,256.0,38,40.0,19.0,14.0,10640.0,9.6,24.0,443.3,0.4,PCS,0.5,0.5
171,10020004001,B,256.0,53,33.0,22.0,13.0,9438.0,6.43,24.0,393.3,0.268,PCS,0.5,0.5
172,10020007001,B,254.0,57,40.0,27.0,10.0,10800.0,7.21,24.0,450.0,0.3,PCS,0.5,0.5
173,10020008001,B,252.0,25,44.0,29.0,20.0,25520.0,13.9,24.0,1063.3,0.579,PCS,0.5,0.5
174,10020015001,B,250.0,30,40.0,27.0,10.0,10800.0,7.21,24.0,450.0,0.3,PCS,0.5,0.5
175,10020018001,B,248.0,40,40.0,27.0,10.0,10800.0,7.21,24.0,450.0,0.3,PCS,0.5,0.5
176,10020020001,B,247.0,39,40.0,19.0,14.0,10640.0,9.6,24.0,443.3,0.4,PCS,0.5,0.5
177,10020024001,B,246.0,33,33.0,22.0,13.0,9438.0,6.5,24.0,393.3,0.271,PCS,0.5,0.5
178,10020027001,B,244.0,63,39.0,20.0,14.0,10920.0,9.97,24.0,455.0,0.415,PCS,0.5,0.5
179,10020033001,B,242.0,38,40.0,27.0,13.0,14040.0,9.94,24.0,585.0,0.414,PCS,0.5,0.5
180,10020034001,B,241.0,18,35.0,20.0,14.0,9800.0,8.73,24.0,408.3,0.364,PCS,0.5,0.5
181,10020036001,B,240.0,32,41.0,27.0,24.0,26568.0,16.17,24.0,1107.0,0.674,PCS,0.5,0.5
182,10020041001,B,237.0,98,33.0,27.0,11.0,9801.0,6.17,30.0,326.7,0.206,PCS,0.5,0.5
183,10020043001,B,236.0,23,40.0,20.0,14.0,11200.0,10.06,24.0,466.7,0.419,PCS,0.5,0.5
184,10021006001,B,230.0,64,42.0,28.0,24.0,28224.0,16.04,24.0,1176.0,0.668,PCS,0.5,0.5
185,10021015001,B,226.0,28,43.0,29.0,24.0,29928.0,16.27,24.0,1247.0,0.678,PCS,0.5,0.5
186,10021010001,B,226.0,18,42.0,28.0,24.0,28224.0,15.6,24.0,1176.0,0.65,PCS,0.5,0.5
187,10021012001,B,226.0,22,41.0,27.0,13.0,14391.0,8.77,24.0,599.6,0.365,PCS,0.5,0.5
188,10021017001,B,223.0,36,40.0,28.0,23.0,25760.0,16.08,24.0,1073.3,0.67,PCS,0.5,0.5
189,10021021001,B,222.0,37,38.0,26.0,19.0,18772.0,9.67,24.0,782.2,0.403,PCS,0.5,0.5
190,10021025001,B,222.0,221,35.0,20.0,13.0,9100.0,7.77,24.0,379.2,0.324,PCS,0.5,0.5
191,10021019001,B,222.0,20,35.0,20.0,11.0,7700.0,6.37,24.0,320.8,0.265,PCS,0.5,0.5
192,10021035001,B,219.0,27,34.0,20.0,11.0,7480.0,6.56,4.0,1870.0,1.64,PCS,0.5,0.5
193,10022007001,B,218.0,37,35.0,23.0,15.0,12075.0,8.0,24.0,503.1,0.333,PCS,0.5,0.5
194,10022011001,B,216.0,10,33.0,22.0,14.0,10164.0,6.75,6.0,1694.0,1.125,PCS,0.5,0.5
195,10022030001,B,211.0,73,33.0,22.0,14.0,10164.0,6.53,24.0,423.5,0.272,PCS,0.5,0.5
196,10023080001,B,184.0,8,36.0,18.0,18.0,11664.0,6.97,6.0,1944.0,1.162,PCS,0.5,0.5
197,10023106001,B,181.0,8,35.0,24.0,22.0,18480.0,3.73,4.0,4620.0,0.932,PCS,0.5,0.5
198,10024004001,B,177.0,31,33.0,16.0,10.0,5280.0,4.37,24.0,220.0,0.182,PCS,0.5,0.5
199,10024011001,B,176.0,49,41.0,29.0,21.0,24969.0,13.3,24.0,1040.4,0.554,PCS,0.5,0.5
200,10024010001,B,176.0,59,41.0,27.0,12.0,13284.0,8.9,24.0,553.5,0.371,PCS,0.5,0.5
201,10024014001,B,175.0,27,39.0,26.0,24.0,24336.0,16.08,24.0,1014.0,0.67,PCS,0.5,0.5
202,10030003001,B,174.0,102,42.0,29.0,24.0,29232.0,15.358,24.0,1218.0,0.64,PCS,0.5,0.5
203,10030007001,B,173.0,147,38.0,25.0,24.0,22800.0,14.88,24.0,950.0,0.62,PCS,0.5,0.5
204,10030011001,B,172.0,71,40.0,27.0,24.0,25920.0,14.55,24.0,1080.0,0.606,PCS,0.5,0.5
205,10030012001,B,172.0,15,35.0,24.0,31.0,26040.0,17.06,8.0,3255.0,2.132,PCS,0.5,0.5
206,10030013001,B,171.0,94,35.0,20.0,11.0,7700.0,6.58,24.0,320.8,0.274,PCS,0.5,0.5
207,10030014001,B,170.0,55,41.0,27.0,24.0,26568.0,15.56,24.0,1107.0,0.648,PCS,0.5,0.5
208,10030015001,B,170.0,45,41.0,27.0,24.0,26568.0,15.56,24.0,1107.0,0.648,PCS,0.5,0.5
209,10030016001,B,169.0,62,41.0,27.0,23.0,25461.0,13.918,24.0,1060.9,0.58,PCS,0.5,0.5
210,10030017001,B,169.0,11,35.0,26.0,31.0,28210.0,15.83,12.0,2350.8,1.319,PCS,0.5,0.5
211,10030018001,B,167.0,17,38.0,21.0,31.0,24738.0,17.72,8.0,3092.3,2.215,PCS,0.5,0.5
212,10030021001,B,164.0,20,43.0,29.0,24.0,29928.0,15.762,24.0,1247.0,0.657,PCS,0.5,0.5
213,10030022001,B,163.0,51,40.0,27.0,23.0,24840.0,15.66,24.0,1035.0,0.652,PCS,0.5,0.5
214,10030049001,B,162.0,15,35.0,26.0,31.0,28210.0,15.95,12.0,2350.8,1.329,PCS,0.5,0.5
215,10030045001,B,162.0,32,42.0,28.0,23.0,27048.0,14.24,24.0,1127.0,0.593,PCS,0.5,0.5
216,10030046001,B,162.0,43,43.0,28.0,24.0,28896.0,15.24,24.0,1204.0,0.635,PCS,0.5,0.5
217,10030030001,B,162.0,15,35.0,26.0,31.0,28210.0,15.98,12.0,2350.8,1.332,PCS,0.5,0.5
218,10031005001,B,161.0,150,35.0,20.0,11.0,7700.0,6.58,24.0,320.8,0.274,PCS,0.5,0.5
219,10031004001,B,161.0,65,42.0,28.0,24.0,28224.0,14.85,24.0,1176.0,0.619,PCS,0.5,0.5
220,10031007001,B,160.0,54,41.0,27.0,24.0,26568.0,15.89,24.0,1107.0,0.662,PCS,0.5,0.5
221,10031012001,B,159.0,35,43.0,29.0,24.0,29928.0,17.0,24.0,1247.0,0.708,PCS,0.5,0.5
222,10031011001,B,159.0,32,35.0,27.0,31.0,29295.0,16.33,12.0,2441.3,1.361,PCS,0.5,0.5
223,10031016001,B,158.0,61,34.0,20.0,11.0,7480.0,6.46,24.0,311.7,0.269,PCS,0.5,0.5
224,10031013001,B,158.0,258,40.0,20.0,14.0,11200.0,9.82,24.0,466.7,0.409,PCS,0.5,0.5
225,10031019001,B,158.0,40,41.0,27.0,23.0,25461.0,16.0,24.0,1060.9,0.667,PCS,0.5,0.5
226,10031031001,B,155.0,124,35.0,21.0,12.0,8820.0,6.66,24.0,367.5,0.278,PCS,0.5,0.5
227,10031033001,B,154.0,91,37.0,25.0,24.0,22200.0,14.95,24.0,925.0,0.623,PCS,0.5,0.5
